"file","page","category","keyword","snippet"
"Cytogen Corp_Research and development Committee charter.pdf","3","R&D Strategy","r&d","res and Administration 1. Meetings. The Committee should meet as frequently as considered necessary by the Committee or as requested by the Company’s management, and shall meet at least annually. The R&D Committee may also act by unanimous written consent in lieu of a meeting. The R&D Committee shall keep such records of its meetings as it shall deem appropriate. 2. Reports to Board of Directors. The"
"Cytogen Corp_Research and development Committee charter.pdf","3","R&D Strategy","r&d","sidered necessary by the Committee or as requested by the Company’s management, and shall meet at least annually. The R&D Committee may also act by unanimous written consent in lieu of a meeting. The R&D Committee shall keep such records of its meetings as it shall deem appropriate. 2. Reports to Board of Directors. The R&D Committee shall report regularly to the Board of Directors. 3. Charter. At le"
"Cytogen Corp_Research and development Committee charter.pdf","3","R&D Strategy","r&d","Committee may also act by unanimous written consent in lieu of a meeting. The R&D Committee shall keep such records of its meetings as it shall deem appropriate. 2. Reports to Board of Directors. The R&D Committee shall report regularly to the Board of Directors. 3. Charter. At least annually, the R&D Committee shall review and reassess the adequacy of this Charter and recommend any proposed changes"
"Cytogen Corp_Research and development Committee charter.pdf","3","R&D Strategy","r&d","eep such records of its meetings as it shall deem appropriate. 2. Reports to Board of Directors. The R&D Committee shall report regularly to the Board of Directors. 3. Charter. At least annually, the R&D Committee shall review and reassess the adequacy of this Charter and recommend any proposed changes to the Board of Directors for approval. 4. Resources. The R&D Committee shall be authorized to acce"
"Cytogen Corp_Research and development Committee charter.pdf","3","R&D Strategy","r&d","s. 3. Charter. At least annually, the R&D Committee shall review and reassess the adequacy of this Charter and recommend any proposed changes to the Board of Directors for approval. 4. Resources. The R&D Committee shall be authorized to access such internal and, in consultation with senior management, external resources as the R&D Committee deems necessary or appropriate to fulfill its defined respon"
"Cytogen Corp_Research and development Committee charter.pdf","3","R&D Strategy","r&d","osed changes to the Board of Directors for approval. 4. Resources. The R&D Committee shall be authorized to access such internal and, in consultation with senior management, external resources as the R&D Committee deems necessary or appropriate to fulfill its defined responsibilities. Expenditures for external resources that are expected to be material and outside the ordinary course of the R&D Commi"
"Cytogen Corp_Research and development Committee charter.pdf","3","R&D Strategy","r&d","s the R&D Committee deems necessary or appropriate to fulfill its defined responsibilities. Expenditures for external resources that are expected to be material and outside the ordinary course of the R&D Committee’s practices shall be recommended by the R&D Committee for the approval of the full Board of Directors. 5. Committee Self Assessment and Charter. The Committee shall periodically review, dis"
"Cytogen Corp_Research and development Committee charter.pdf","3","R&D Strategy","r&d","fulfill its defined responsibilities. Expenditures for external resources that are expected to be material and outside the ordinary course of the R&D Committee’s practices shall be recommended by the R&D Committee for the approval of the full Board of Directors. 5. Committee Self Assessment and Charter. The Committee shall periodically review, discuss and assess its own performance as well as the Com"
"Cytogen Corp_Research and development Committee charter.pdf","3","Collaboration","consult","nd reassess the adequacy of this Charter and recommend any proposed changes to the Board of Directors for approval. 4. Resources. The R&D Committee shall be authorized to access such internal and, in consultation with senior management, external resources as the R&D Committee deems necessary or appropriate to fulfill its defined responsibilities. Expenditures for external resources that are expected to b"
"Cytogen Corp_Research and development Committee charter.pdf","3","Control","assessment","e expected to be material and outside the ordinary course of the R&D Committee’s practices shall be recommended by the R&D Committee for the approval of the full Board of Directors. 5. Committee Self Assessment and Charter. The Committee shall periodically review, discuss and assess its own performance as well as the Committee’s role and responsibilities, seeking input from senior management, the full Board"
"Cytogen Corp_Research and development Committee charter.pdf","3","Legal/Compliance/Risk","review","a channel for communications between the Board of Directors and Company management with respect to scientific and research and development issues and activities. Other Matters 8. The Committee shall review such other matters as the Board of Directors, the Chief Executive Officer, or any other employee of the Company as delegated by the Chief Executive Officer may wish to submit to the Committee. D. Pro"
"Cytogen Corp_Research and development Committee charter.pdf","3","Legal/Compliance/Risk","review","its meetings as it shall deem appropriate. 2. Reports to Board of Directors. The R&D Committee shall report regularly to the Board of Directors. 3. Charter. At least annually, the R&D Committee shall review and reassess the adequacy of this Charter and recommend any proposed changes to the Board of Directors for approval. 4. Resources. The R&D Committee shall be authorized to access such internal and, i"
"Cytogen Corp_Research and development Committee charter.pdf","3","Legal/Compliance/Risk","review","of the R&D Committee’s practices shall be recommended by the R&D Committee for the approval of the full Board of Directors. 5. Committee Self Assessment and Charter. The Committee shall periodically review, discuss and assess its own performance as well as the Committee’s role and responsibilities, seeking input from senior management, the full Board of Directors and others. The Committee shall review,"
"Cytogen Corp_Research and development Committee charter.pdf","3","Legal/Compliance/Risk","review","review, discuss and assess its own performance as well as the Committee’s role and responsibilities, seeking input from senior management, the full Board of Directors and others. The Committee shall review, as it deems necessary, the Committee’s Charter and shall recommend any proposed changes for approval by the full Board of Directors. -3-"
"Cytogen Corp_Research and development Committee charter.pdf","3","R&D Strategy","research and development","Guidance and Oversight 6. The Committee is responsible for providing general guidance and oversight into the Company’s scientific and research and development activities and matters related thereto Communication 7. The Committee will provide a channel for communications between the Board of Directors and Company management with respect to scientific and re"
"Cytogen Corp_Research and development Committee charter.pdf","3","Collaboration","communication","Guidance and Oversight 6. The Committee is responsible for providing general guidance and oversight into the Company’s scientific and research and development activities and matters related thereto Communication 7. The Committee will provide a channel for communications between the Board of Directors and Company management with respect to scientific and research and development issues and activities. Other M"
"Cytogen Corp_Research and development Committee charter.pdf","3","Collaboration","communication","or providing general guidance and oversight into the Company’s scientific and research and development activities and matters related thereto Communication 7. The Committee will provide a channel for communications between the Board of Directors and Company management with respect to scientific and research and development issues and activities. Other Matters 8. The Committee shall review such other matters as"
"Cytogen Corp_Research and development Committee charter.pdf","3","Control","oversight","Guidance and Oversight 6. The Committee is responsible for providing general guidance and oversight into the Company’s scientific and research and development activities and matters related thereto Communication 7. The Com"
"Cytogen Corp_Research and development Committee charter.pdf","3","Control","oversight","Guidance and Oversight 6. The Committee is responsible for providing general guidance and oversight into the Company’s scientific and research and development activities and matters related thereto Communication 7. The Committee will provide a channel for communications between the Board of Directo"
"Cytogen Corp_Research and development Committee charter.pdf","3","Collaboration","recommend","to Board of Directors. The R&D Committee shall report regularly to the Board of Directors. 3. Charter. At least annually, the R&D Committee shall review and reassess the adequacy of this Charter and recommend any proposed changes to the Board of Directors for approval. 4. Resources. The R&D Committee shall be authorized to access such internal and, in consultation with senior management, external resource"
"Cytogen Corp_Research and development Committee charter.pdf","3","Collaboration","recommend","or appropriate to fulfill its defined responsibilities. Expenditures for external resources that are expected to be material and outside the ordinary course of the R&D Committee’s practices shall be recommended by the R&D Committee for the approval of the full Board of Directors. 5. Committee Self Assessment and Charter. The Committee shall periodically review, discuss and assess its own performance as we"
"Cytogen Corp_Research and development Committee charter.pdf","3","Collaboration","recommend","mmittee’s role and responsibilities, seeking input from senior management, the full Board of Directors and others. The Committee shall review, as it deems necessary, the Committee’s Charter and shall recommend any proposed changes for approval by the full Board of Directors. -3-"
"Cytokenetics_Science_Technology-Charter.pdf","1","Product/Project-Specific","development","e Board of Directors (the “Board”) of Cytokinetics, Incorporated (the “Company”) shall be to advise and assist the Board relating to oversight of the Company’s investments and priorities in research, development and technology programs. In addition, the Committee will undertake those specific responsibilities listed below and such other duties or responsibilities as the Board may from time to time prescribe."
"Cytokenetics_Science_Technology-Charter.pdf","1","Product/Project-Specific","development","ESPONSIBILITIES: In the discharge of its responsibilities the Committee will: • Review and advise management and the Board on the overall strategic direction and investment in the Company’s research, development and technology programs; • Provide guidance to management and the Board on emerging trends in healthcare, discovery research and development; • Regularly review research and development programs and"
"Cytokenetics_Science_Technology-Charter.pdf","1","Product/Project-Specific","development","ategic direction and investment in the Company’s research, development and technology programs; • Provide guidance to management and the Board on emerging trends in healthcare, discovery research and development; • Regularly review research and development programs and progress against goals; • Assess the capabilities of key scientific and medical personnel and the depth and breadth of the scientific resourc"
"Cytokenetics_Science_Technology-Charter.pdf","1","Product/Project-Specific","development","y’s research, development and technology programs; • Provide guidance to management and the Board on emerging trends in healthcare, discovery research and development; • Regularly review research and development programs and progress against goals; • Assess the capabilities of key scientific and medical personnel and the depth and breadth of the scientific resources available to the Company; • Review and adv"
"Cytokenetics_Science_Technology-Charter.pdf","1","Collaboration","propose","se on regulatory strategy; • Form and delegate authority to subcommittees when appropriate; and • Review and reassess the adequacy of this charter of the Committee from time to time and recommend any proposed changes to the Board for approval. 1"
"Cytokenetics_Science_Technology-Charter.pdf","1","Legal/Compliance/Risk","regulatory","ms and progress against goals; • Assess the capabilities of key scientific and medical personnel and the depth and breadth of the scientific resources available to the Company; • Review and advise on regulatory strategy; • Form and delegate authority to subcommittees when appropriate; and • Review and reassess the adequacy of this charter of the Committee from time to time and recommend any proposed changes"
"Cytokenetics_Science_Technology-Charter.pdf","1","Collaboration","strategic direction","e recommendation of the Nominating and Governance Committee. RESPONSIBILITIES: In the discharge of its responsibilities the Committee will: • Review and advise management and the Board on the overall strategic direction and investment in the Company’s research, development and technology programs; • Provide guidance to management and the Board on emerging trends in healthcare, discovery research and development; • R"
"Cytokenetics_Science_Technology-Charter.pdf","1","Collaboration","guidance","sibilities the Committee will: • Review and advise management and the Board on the overall strategic direction and investment in the Company’s research, development and technology programs; • Provide guidance to management and the Board on emerging trends in healthcare, discovery research and development; • Regularly review research and development programs and progress against goals; • Assess the capabil"
"Cytokenetics_Science_Technology-Charter.pdf","1","Legal/Compliance/Risk","review","chair (the “Chair”) shall be appointed by the Board on the recommendation of the Nominating and Governance Committee. RESPONSIBILITIES: In the discharge of its responsibilities the Committee will: • Review and advise management and the Board on the overall strategic direction and investment in the Company’s research, development and technology programs; • Provide guidance to management and the Board on"
"Cytokenetics_Science_Technology-Charter.pdf","1","Legal/Compliance/Risk","review","stment in the Company’s research, development and technology programs; • Provide guidance to management and the Board on emerging trends in healthcare, discovery research and development; • Regularly review research and development programs and progress against goals; • Assess the capabilities of key scientific and medical personnel and the depth and breadth of the scientific resources available to the"
"Cytokenetics_Science_Technology-Charter.pdf","1","Legal/Compliance/Risk","review","nd development programs and progress against goals; • Assess the capabilities of key scientific and medical personnel and the depth and breadth of the scientific resources available to the Company; • Review and advise on regulatory strategy; • Form and delegate authority to subcommittees when appropriate; and • Review and reassess the adequacy of this charter of the Committee from time to time and recom"
"Cytokenetics_Science_Technology-Charter.pdf","1","Legal/Compliance/Risk","review","nnel and the depth and breadth of the scientific resources available to the Company; • Review and advise on regulatory strategy; • Form and delegate authority to subcommittees when appropriate; and • Review and reassess the adequacy of this charter of the Committee from time to time and recommend any proposed changes to the Board for approval. 1"
"Cytokenetics_Science_Technology-Charter.pdf","1","R&D Strategy","research and development","e overall strategic direction and investment in the Company’s research, development and technology programs; • Provide guidance to management and the Board on emerging trends in healthcare, discovery research and development; • Regularly review research and development programs and progress against goals; • Assess the capabilities of key scientific and medical personnel and the depth and breadth of the scientific resourc"
"Cytokenetics_Science_Technology-Charter.pdf","1","R&D Strategy","research and development","in the Company’s research, development and technology programs; • Provide guidance to management and the Board on emerging trends in healthcare, discovery research and development; • Regularly review research and development programs and progress against goals; • Assess the capabilities of key scientific and medical personnel and the depth and breadth of the scientific resources available to the Company; • Review and adv"
"Cytokenetics_Science_Technology-Charter.pdf","1","Collaboration","advise","TOKINETICS, INCORPORATED PURPOSE: The purpose of the Science & Technology Committee (the “Committee”) of the Board of Directors (the “Board”) of Cytokinetics, Incorporated (the “Company”) shall be to advise and assist the Board relating to oversight of the Company’s investments and priorities in research, development and technology programs. In addition, the Committee will undertake those specific respo"
"Cytokenetics_Science_Technology-Charter.pdf","1","Collaboration","advise","“Chair”) shall be appointed by the Board on the recommendation of the Nominating and Governance Committee. RESPONSIBILITIES: In the discharge of its responsibilities the Committee will: • Review and advise management and the Board on the overall strategic direction and investment in the Company’s research, development and technology programs; • Provide guidance to management and the Board on emerging t"
"Cytokenetics_Science_Technology-Charter.pdf","1","Collaboration","advise","ent programs and progress against goals; • Assess the capabilities of key scientific and medical personnel and the depth and breadth of the scientific resources available to the Company; • Review and advise on regulatory strategy; • Form and delegate authority to subcommittees when appropriate; and • Review and reassess the adequacy of this charter of the Committee from time to time and recommend any pr"
"Cytokenetics_Science_Technology-Charter.pdf","1","Collaboration","assist","INCORPORATED PURPOSE: The purpose of the Science & Technology Committee (the “Committee”) of the Board of Directors (the “Board”) of Cytokinetics, Incorporated (the “Company”) shall be to advise and assist the Board relating to oversight of the Company’s investments and priorities in research, development and technology programs. In addition, the Committee will undertake those specific responsibilities"
"Cytokenetics_Science_Technology-Charter.pdf","1","Control","oversight","rpose of the Science & Technology Committee (the “Committee”) of the Board of Directors (the “Board”) of Cytokinetics, Incorporated (the “Company”) shall be to advise and assist the Board relating to oversight of the Company’s investments and priorities in research, development and technology programs. In addition, the Committee will undertake those specific responsibilities listed below and such other dut"
"Cytokenetics_Science_Technology-Charter.pdf","1","Collaboration","recommend","ll serve at the discretion of the Board. The Committee shall consist of no fewer than two non-employee members of the Board. The Committee’s chair (the “Chair”) shall be appointed by the Board on the recommendation of the Nominating and Governance Committee. RESPONSIBILITIES: In the discharge of its responsibilities the Committee will: • Review and advise management and the Board on the overall strategic d"
"Cytokenetics_Science_Technology-Charter.pdf","1","Collaboration","recommend","eview and advise on regulatory strategy; • Form and delegate authority to subcommittees when appropriate; and • Review and reassess the adequacy of this charter of the Committee from time to time and recommend any proposed changes to the Board for approval. 1"
"Cytokenetics_Science_Technology-Charter.pdf","1","Control","governance","rd. The Committee shall consist of no fewer than two non-employee members of the Board. The Committee’s chair (the “Chair”) shall be appointed by the Board on the recommendation of the Nominating and Governance Committee. RESPONSIBILITIES: In the discharge of its responsibilities the Committee will: • Review and advise management and the Board on the overall strategic direction and investment in the Company"
"Cytokenetics_Science_Technology-Charter.pdf","1","Product/Project-Specific","program","Board”) of Cytokinetics, Incorporated (the “Company”) shall be to advise and assist the Board relating to oversight of the Company’s investments and priorities in research, development and technology programs. In addition, the Committee will undertake those specific responsibilities listed below and such other duties or responsibilities as the Board may from time to time prescribe. MEMBERSHIP: The Commit"
"Cytokenetics_Science_Technology-Charter.pdf","1","Product/Project-Specific","program","charge of its responsibilities the Committee will: • Review and advise management and the Board on the overall strategic direction and investment in the Company’s research, development and technology programs; • Provide guidance to management and the Board on emerging trends in healthcare, discovery research and development; • Regularly review research and development programs and progress against goals;"
"Cytokenetics_Science_Technology-Charter.pdf","1","Product/Project-Specific","program",", development and technology programs; • Provide guidance to management and the Board on emerging trends in healthcare, discovery research and development; • Regularly review research and development programs and progress against goals; • Assess the capabilities of key scientific and medical personnel and the depth and breadth of the scientific resources available to the Company; • Review and advise on r"
"Deciphera - Science and Technology Committee Charter.pdf","1","Product/Project-Specific","development","Committee. Vacancies occurring on the Committee, for whatever reason, may be filled by the Board. Purpose The purpose of the Committee is to assist the Board’s oversight of the Company’s research and development activities and to advise the Board with respect to strategic scientific considerations. Meetings The Committee generally is to meet at such times and places as it deems appropriate, either in person"
"Deciphera - Science and Technology Committee Charter.pdf","1","Product/Project-Specific","development","r. Duties and Responsibilities The Committee shall have the following specific duties and responsibilities: • Review, evaluate and advise the Board and management regarding the Company’s research and development strategy and plans. A CTIVE/100625788.2"
"Deciphera - Science and Technology Committee Charter.pdf","1","Legal/Compliance/Risk","regulatory","ers for such terms as may be determined by the Board from time to time. In determining whether a director is eligible to serve as a Committee member, the Board may consider the director’s scientific, regulatory, medical and technical expertise, as well as any other relevant operational or business experience. The Board may also, in its discretion, appoint a Chairperson for the Committee. At the direction of"
"Deciphera - Science and Technology Committee Charter.pdf","1","Collaboration","consult","ng and the Committee may act by a vote of a majority of members present at such meeting. In lieu of a meeting, the Committee may act by unanimous written consent. The Chairperson of the Committee, in consultation with the other members and management, may set meeting agendas consistent with this Charter. Duties and Responsibilities The Committee shall have the following specific duties and responsibiliti"
"Deciphera - Science and Technology Committee Charter.pdf","1","Legal/Compliance/Risk","review","with the other members and management, may set meeting agendas consistent with this Charter. Duties and Responsibilities The Committee shall have the following specific duties and responsibilities: • Review, evaluate and advise the Board and management regarding the Company’s research and development strategy and plans. A CTIVE/100625788.2"
"Deciphera - Science and Technology Committee Charter.pdf","1","R&D Strategy","research and development","le, from the Committee. Vacancies occurring on the Committee, for whatever reason, may be filled by the Board. Purpose The purpose of the Committee is to assist the Board’s oversight of the Company’s research and development activities and to advise the Board with respect to strategic scientific considerations. Meetings The Committee generally is to meet at such times and places as it deems appropriate, either in person"
"Deciphera - Science and Technology Committee Charter.pdf","1","R&D Strategy","research and development","h this Charter. Duties and Responsibilities The Committee shall have the following specific duties and responsibilities: • Review, evaluate and advise the Board and management regarding the Company’s research and development strategy and plans. A CTIVE/100625788.2"
"Deciphera - Science and Technology Committee Charter.pdf","1","Collaboration","communication","with respect to strategic scientific considerations. Meetings The Committee generally is to meet at such times and places as it deems appropriate, either in person or by conference telephone or other communications equipment by means of which all persons participating in the meeting can hear each other, with any additional meetings as deemed necessary by the Committee. A majority of the members of the Committe"
"Deciphera - Science and Technology Committee Charter.pdf","1","Collaboration","advise","on the Committee, for whatever reason, may be filled by the Board. Purpose The purpose of the Committee is to assist the Board’s oversight of the Company’s research and development activities and to advise the Board with respect to strategic scientific considerations. Meetings The Committee generally is to meet at such times and places as it deems appropriate, either in person or by conference telephon"
"Deciphera - Science and Technology Committee Charter.pdf","1","Collaboration","advise","s and management, may set meeting agendas consistent with this Charter. Duties and Responsibilities The Committee shall have the following specific duties and responsibilities: • Review, evaluate and advise the Board and management regarding the Company’s research and development strategy and plans. A CTIVE/100625788.2"
"Deciphera - Science and Technology Committee Charter.pdf","1","Control","evaluate","e. The Board may also, in its discretion, appoint a Chairperson for the Committee. At the direction of the Nominating and Corporate Governance Committee of the Board, the Committee shall periodically evaluate its own performance. The Board may remove or replace any Committee member at any time, with or without cause. Resignation or removal of a director from the Board, for whatever reason, shall automatic"
"Deciphera - Science and Technology Committee Charter.pdf","1","Control","evaluate","other members and management, may set meeting agendas consistent with this Charter. Duties and Responsibilities The Committee shall have the following specific duties and responsibilities: • Review, evaluate and advise the Board and management regarding the Company’s research and development strategy and plans. A CTIVE/100625788.2"
"Deciphera - Science and Technology Committee Charter.pdf","1","Collaboration","assist","constitute resignation or removal, as applicable, from the Committee. Vacancies occurring on the Committee, for whatever reason, may be filled by the Board. Purpose The purpose of the Committee is to assist the Board’s oversight of the Company’s research and development activities and to advise the Board with respect to strategic scientific considerations. Meetings The Committee generally is to meet at"
"Deciphera - Science and Technology Committee Charter.pdf","1","Collaboration","expertise","mined by the Board from time to time. In determining whether a director is eligible to serve as a Committee member, the Board may consider the director’s scientific, regulatory, medical and technical expertise, as well as any other relevant operational or business experience. The Board may also, in its discretion, appoint a Chairperson for the Committee. At the direction of the Nominating and Corporate Gov"
"Deciphera - Science and Technology Committee Charter.pdf","1","Control","oversight","ion or removal, as applicable, from the Committee. Vacancies occurring on the Committee, for whatever reason, may be filled by the Board. Purpose The purpose of the Committee is to assist the Board’s oversight of the Company’s research and development activities and to advise the Board with respect to strategic scientific considerations. Meetings The Committee generally is to meet at such times and places"
"Deciphera - Science and Technology Committee Charter.pdf","1","Legal/Compliance/Risk","laws","nd Technology Committee of the Board of Directors (the “Committee”) of Deciphera Pharmaceuticals, Inc. (the “Company”) was established pursuant to Article II, Section 15 of the Amended and Restated Bylaws of the Company. The Board of Directors of the Company (the “Board”) may appoint Committee members for such terms as may be determined by the Board from time to time. In determining whether a director"
"Deciphera - Science and Technology Committee Charter.pdf","1","Control","governance","ise, as well as any other relevant operational or business experience. The Board may also, in its discretion, appoint a Chairperson for the Committee. At the direction of the Nominating and Corporate Governance Committee of the Board, the Committee shall periodically evaluate its own performance. The Board may remove or replace any Committee member at any time, with or without cause. Resignation or removal"
"Deciphera - Science and Technology Committee Charter.pdf","2","Product/Project-Specific","development","• Review, evaluate and advise the Board and management regarding the quality, direction and competitiveness of the Company’s research and development programs. • Assist the Board and the Compensation Committee of the Board (the “Compensation Committee”) in setting and evaluating any research or development performance goals under the Company’s inc"
"Deciphera - Science and Technology Committee Charter.pdf","2","Product/Project-Specific","development","etitiveness of the Company’s research and development programs. • Assist the Board and the Compensation Committee of the Board (the “Compensation Committee”) in setting and evaluating any research or development performance goals under the Company’s incentive compensation programs. • Assist the Board and the Compensation Committee in assessing the capabilities of and evaluating the performance of the Company"
"Deciphera - Science and Technology Committee Charter.pdf","2","Collaboration","propose","Board on other topics and perform other functions as may be requested by the Board from time to time. • The Committee may review and reassess the adequacy of this Charter periodically and submit any proposed changes to the Board for approval. In addition to the specific powers set forth in this Charter, the Committee shall have such powers as may be necessary or appropriate for it to efficiently carry o"
"Deciphera - Science and Technology Committee Charter.pdf","2","Legal/Compliance/Risk","legal","ooks and records of the Company in carrying out its duties under this charter. • The Committee shall have the authority to request that any officer or employee of the Company or the Company’s outside legal counsel attend a meeting of the Committee. • The Committee may establish and delegate authority to one or more subcommittees consisting of one or more of its members,when the Committee deems it appro"
"Deciphera - Science and Technology Committee Charter.pdf","2","Collaboration","consult","ee shall be entitled to rely upon advice and information that it receives in its discussions and communications with management and any experts, advisors and professionals with whom the Committee may consult. ADOPTED BY THE BOARD OF DIRECTORS: September 11, 2019 2 A CTIVE/100625788.2"
"Deciphera - Science and Technology Committee Charter.pdf","2","Legal/Compliance/Risk","review","• Review, evaluate and advise the Board and management regarding the quality, direction and competitiveness of the Company’s research and development programs. • Assist the Board and the Compensation Committe"
"Deciphera - Science and Technology Committee Charter.pdf","2","Legal/Compliance/Risk","review","n Committee in assessing the capabilities of and evaluating the performance of the Company’s key scientific and technical personnel, and the depth and breadth of the Company’s scientific resources. • Review and assist the Board on other topics and perform other functions as may be requested by the Board from time to time. • The Committee may review and reassess the adequacy of this Charter periodically"
"Deciphera - Science and Technology Committee Charter.pdf","2","Legal/Compliance/Risk","review","th and breadth of the Company’s scientific resources. • Review and assist the Board on other topics and perform other functions as may be requested by the Board from time to time. • The Committee may review and reassess the adequacy of this Charter periodically and submit any proposed changes to the Board for approval. In addition to the specific powers set forth in this Charter, the Committee shall hav"
"Deciphera - Science and Technology Committee Charter.pdf","2","R&D Strategy","research and development","• Review, evaluate and advise the Board and management regarding the quality, direction and competitiveness of the Company’s research and development programs. • Assist the Board and the Compensation Committee of the Board (the “Compensation Committee”) in setting and evaluating any research or development performance goals under the Company’s inc"
"Deciphera - Science and Technology Committee Charter.pdf","2","Collaboration","communication","o do so in order to carry out its responsibilities. • In carrying out its responsibilities, the Committee shall be entitled to rely upon advice and information that it receives in its discussions and communications with management and any experts, advisors and professionals with whom the Committee may consult. ADOPTED BY THE BOARD OF DIRECTORS: September 11, 2019 2 A CTIVE/100625788.2"
"Deciphera - Science and Technology Committee Charter.pdf","2","Collaboration","advise","• Review, evaluate and advise the Board and management regarding the quality, direction and competitiveness of the Company’s research and development programs. • Assist the Board and the Compensation Committee of the Board (the “"
"Deciphera - Science and Technology Committee Charter.pdf","2","Control","evaluate","• Review, evaluate and advise the Board and management regarding the quality, direction and competitiveness of the Company’s research and development programs. • Assist the Board and the Compensation Committee of the B"
"Deciphera - Science and Technology Committee Charter.pdf","2","Collaboration","assist","• Review, evaluate and advise the Board and management regarding the quality, direction and competitiveness of the Company’s research and development programs. • Assist the Board and the Compensation Committee of the Board (the “Compensation Committee”) in setting and evaluating any research or development performance goals under the Company’s incentive compensation"
"Deciphera - Science and Technology Committee Charter.pdf","2","Collaboration","assist","d the Compensation Committee of the Board (the “Compensation Committee”) in setting and evaluating any research or development performance goals under the Company’s incentive compensation programs. • Assist the Board and the Compensation Committee in assessing the capabilities of and evaluating the performance of the Company’s key scientific and technical personnel, and the depth and breadth of the Comp"
"Deciphera - Science and Technology Committee Charter.pdf","2","Collaboration","assist","in assessing the capabilities of and evaluating the performance of the Company’s key scientific and technical personnel, and the depth and breadth of the Company’s scientific resources. • Review and assist the Board on other topics and perform other functions as may be requested by the Board from time to time. • The Committee may review and reassess the adequacy of this Charter periodically and submit"
"Deciphera - Science and Technology Committee Charter.pdf","2","R&D Strategy","competitiveness","• Review, evaluate and advise the Board and management regarding the quality, direction and competitiveness of the Company’s research and development programs. • Assist the Board and the Compensation Committee of the Board (the “Compensation Committee”) in setting and evaluating any research or development"
"Deciphera - Science and Technology Committee Charter.pdf","2","Collaboration","recommend","ittee shall have such powers as may be necessary or appropriate for it to efficiently carry out its duties hereunder. General • The Committee shall regularly update the Board about its activities and recommendations upon request of the Board. • The Committee shall have full access to all books and records of the Company in carrying out its duties under this charter. • The Committee shall have the authority"
"Deciphera - Science and Technology Committee Charter.pdf","2","Collaboration","counsel","nd records of the Company in carrying out its duties under this charter. • The Committee shall have the authority to request that any officer or employee of the Company or the Company’s outside legal counsel attend a meeting of the Committee. • The Committee may establish and delegate authority to one or more subcommittees consisting of one or more of its members,when the Committee deems it appropriate t"
"Deciphera - Science and Technology Committee Charter.pdf","2","Product/Project-Specific","program","• Review, evaluate and advise the Board and management regarding the quality, direction and competitiveness of the Company’s research and development programs. • Assist the Board and the Compensation Committee of the Board (the “Compensation Committee”) in setting and evaluating any research or development performance goals under the Company’s incentive c"
"Deciphera - Science and Technology Committee Charter.pdf","2","Product/Project-Specific","program","the Board and the Compensation Committee of the Board (the “Compensation Committee”) in setting and evaluating any research or development performance goals under the Company’s incentive compensation programs. • Assist the Board and the Compensation Committee in assessing the capabilities of and evaluating the performance of the Company’s key scientific and technical personnel, and the depth and breadth"
"Dianthus - Science & Technology Committee Charter.pdf","1","Product/Project-Specific","development","ee or delegates the authority to designate a chair to the Committee. 2. Purpose, Duties and Responsibilities. The purpose of the Committee is to assist the Board in overseeing innovation, new product development and research and development (“R&D”) activities at the Company. The Committee is advisory in nature and empowered to have free and open communication with, and serve as a resource to, executive manag"
"Dianthus - Science & Technology Committee Charter.pdf","1","Product/Project-Specific","development","to designate a chair to the Committee. 2. Purpose, Duties and Responsibilities. The purpose of the Committee is to assist the Board in overseeing innovation, new product development and research and development (“R&D”) activities at the Company. The Committee is advisory in nature and empowered to have free and open communication with, and serve as a resource to, executive management so that the Company may"
"Dianthus - Science & Technology Committee Charter.pdf","1","Product/Project-Specific","development","ommittee is advisory in nature and empowered to have free and open communication with, and serve as a resource to, executive management so that the Company may stay apprised of scientific matters and developments that affect the Company’s business. Among its specific duties and responsibilities, the Committee will: (a) Review, evaluate, advise, and make recommendations to the Board regarding plans and goals,"
"Dianthus - Science & Technology Committee Charter.pdf","1","Product/Project-Specific","development","ittee will: (a) Review, evaluate, advise, and make recommendations to the Board regarding plans and goals, as well as the progress and performance, of the Company’s clinical programs and research and development efforts. (b) Identify and discuss significant emerging science and technology issues and trends, including their impact on any Company programs, plans, or policies relating to clinical affairs or res"
"Dianthus - Science & Technology Committee Charter.pdf","1","Product/Project-Specific","development","(b) Identify and discuss significant emerging science and technology issues and trends, including their impact on any Company programs, plans, or policies relating to clinical affairs or research and development. (c) Review, evaluate, advise, and make recommendations to executive management regarding the Company’s current and potential internal and external programs as it relates to products and technologies"
"Dianthus - Science & Technology Committee Charter.pdf","1","R&D Strategy","r&d","a chair to the Committee. 2. Purpose, Duties and Responsibilities. The purpose of the Committee is to assist the Board in overseeing innovation, new product development and research and development (“R&D”) activities at the Company. The Committee is advisory in nature and empowered to have free and open communication with, and serve as a resource to, executive management so that the Company may stay"
"Dianthus - Science & Technology Committee Charter.pdf","1","Collaboration","collaboration","’s current and potential internal and external programs as it relates to products and technologies of the Company and third parties (e.g., potential licenses, acquisitions, dispositions, investments, collaborations, etc.). (d) Periodically evaluate the performance of the Committee and the adequacy of the Committee’s charter and recommend changes to the Board as appropriate; and (e) Perform such other duties an"
"Dianthus - Science & Technology Committee Charter.pdf","1","Collaboration","advisory","esponsibilities. The purpose of the Committee is to assist the Board in overseeing innovation, new product development and research and development (“R&D”) activities at the Company. The Committee is advisory in nature and empowered to have free and open communication with, and serve as a resource to, executive management so that the Company may stay apprised of scientific matters and developments that af"
